original_message,summary,카테고리,감성,전체 감성
LG<b>스탠바이미</b>2 에몬스가구 소파 필독정보입니다 이 AI 기반 작성 도구는 사용자의 입력을 토대로 맞춤형... LG<b>스탠바이미</b>2는 사용자의 피드백을 즉시 반영하여 지속적으로 성능을 개선하고 있어요 이를 통해... ,"AI 기반, 맞춤형, 성능 개선","AI 기반, 맞춤형, 성능 개선","AI 기반: 긍정, 맞춤형: 긍정, 성능 개선: 긍정",긍정
"꼭 소개하고 싶은 최강핫딜 <b>스탠바이미</b>액정필름 정보 후회없습니다에 대한 상품 TOP5개 상품을 추천해드리려고 합니다. 판매량이 많은, 후기도 좋은, 가성비도 좋은 최강핫딜 <b>스탠바이미</b>액정필름... ","최강핫딜, 스탠바이미, 액정필름, 판매량, 후기, 가성비","판매량, 후기, 가성비","판매량: 긍정, 후기: 긍정, 가성비: 긍정",긍정
"0점 | 상품후기 615개) ■ <b>스탠바이미</b>어댑터 인기 후기 Top4 위 ■ demarge <b>스탠바이미</b> 선반 <b>스탠바이미</b> 거치대 스탠드 티비 선반 리모컨 거치대, 소형  상품가격  ↓ 27,000원 ↓ 26% 할인 ↓ 19,800원... ","인기 후기, 할인, 저렴한 가격","인기, 가격, 할인","인기: 긍정, 가격: 긍정, 할인: 긍정",긍정
"홈 엔터테인먼트부터 원격수업, 재택근무까지 한 번에 가능한 홈 라이프 스크린을 소개해드릴게요 바로 LG <b>스탠바이미</b> 27ART10CKPL 입니다. 집안 어디에서나 <b>스탠바이미</b> 27ART10CKPL과 함께라면 그 곳이... ","홈 엔터테인먼트, 원격수업, 재택근무, LG 스탠바이미 27ART10CKPL","홈 엔터테인먼트, 원격수업, 재택근무, 제품","홈 엔터테인먼트: 긍정, 원격수업: 긍정, 재택근무: 긍정, 제품: 긍정",긍정
"LG <b>스탠바이미</b>, 브릿지온 아르떼 팝업 전시를 통해 편견 없는 세상에 기여 안녕하세요. 사진&amp;IT 크리에이터 자유분방입니다. LG <b>스탠바이미</b>, ABC마트, 밀알복지재단(브릿지온 아르떼)에서 가정의달 맞이 팝업... ","팝업 전시, 편견 없는 세상, 가정의 달","팝업 전시, 편견 없는 세상, 가정의 달","팝업 전시: 긍정, 편견 없는 세상: 긍정, 가정의 달: 긍정",긍정
"하지만 삼탠바이미가 <b>스탠바이미</b>에 가지는 가장 큰 장점이 있는데요. 다름 아닌 화질입니다. LG <b>스탠바이미</b>는 FHD 해상도인 반면, 삼탠바이미는 4K 해상도를 지원해서 화질 자체에서 가지는 장점이... ","4K 해상도, 화질 장점",화질,화질: 긍정,긍정
"나만의 <b>스탠바이미</b>, 삼탠바이미로 활용할 수 있습니다. 제품 후면부에는 멀티탭을 거치할 수 있는... 더욱 즐거운 여가 생활을 즐겨 보세요! 카멜마운트 삼탠바이미 TV 스탠딩 거치대 FSB65W ▼▼▼▼▼▼▼","다용도 스탠드, 멀티탭 거치, 여가 생활, TV 스탠딩 거치대","다용도 스탠드, 멀티탭 거치, 여가 생활, TV 스탠딩 거치대","다용도 스탠드: 긍정, 멀티탭 거치: 긍정, 여가 생활: 긍정, TV 스탠딩 거치대: 긍정",긍정
"밤중엔 큰 TV 보다도 집중도 잘되며, 인터넷과 병행해서 큰 모바일처럼 이용할 수 있어서 왠만하면 LG <b>스탠바이미</b>를 많이 활용하고 있답니다. 보기에도 공간차지가 없어보이지 않나요? 화면 높이와 가로,세로... ","집중도, 인터넷 병행, 공간차지 없음","집중도, 인터넷 병행, 공간차지","집중도: 긍정, 인터넷 병행: 긍정, 공간차지: 긍정",긍정
"<b>스탠바이미</b> 대세 예감 <b>스탠바이미</b>(STANBYME)는 최근 대세로 떠오르고 있는 브랜드 중 하나로, 그 인기가 놀라운 속도로 증가하고 있습니다. 이 브랜드는 심플하면서도 세련된 디자인과 편안한 착용감으로 소비자들... ","대세 브랜드, 심플 디자인, 편안한 착용감","디자인, 착용감, 인기","디자인: 긍정, 착용감: 긍정, 인기: 긍정",긍정
스탠드가 제법 무게가 나가는 편이라 이동 시 흔들림 없이 안정적이더라고요. 그리고 LG <b>스탠바이미</b>는... 저는 모바일 쇼핑하는데 시간이 왜 그렇게 많이 소요되는지 모르겠어요. 쇼핑을 거의 스마트폰으로... ,"안정적 스탠드, 모바일 쇼핑 시간 소요","스탠드, 모바일 쇼핑","스탠드: 긍정, 모바일 쇼핑: 부정",중립
우선 간단히 말하자면 이 모든것의 시발점은 LG <b>스탠바이미</b>를 보고 끌고 다니는(?) 디스플레이에 대해... <b>스탠바이미</b>는 요리할때 옆에 두고 영상을 보라고 하지만 실제로 요리할 때 저는 영상을 보지 않습니다.... ,"스탠바이미, 디스플레이, 요리, 영상 시청 불필요","디스플레이, 요리, 영상 시청","디스플레이: 긍정, 요리: 중립, 영상 시청: 부정",중립
"LG <b>스탠바이미</b>는 27형 FHD 해상도의 터치 디스플레이와 이동 가능한 무빙 스탠드가 합쳐진 제품입니다.... 또 세로 모드 및 모바일 미러링까지 지원해서 틱톡, 인스타 릴스, 유튜브 숏 등 세로 콘텐츠를 즐기는... ","터치 디스플레이, 무빙 스탠드, 세로 모드, 모바일 미러링","디스플레이, 스탠드, 모드, 미러링","디스플레이: 긍정, 스탠드: 긍정, 모드: 긍정, 미러링: 긍정",긍정
"바로 LG <b>스탠바이미</b>! 꺅&gt;&lt; 내 거야 하고 싶지만.. 그럴 수 없네?ㅋㅋ 1등은 LG <b>스탠바이미</b> GO 2등은 LG <b>스탠바이미</b> 3등 적립금 50,000원 /10명 4등 적립금 10,000원/50명 5등 적립금 5,000원 /100명 1, 2등이 되면 좋지만... ","LG 스탠바이미, 적립금, 경품","경품, 적립금","경품: 긍정, 적립금: 긍정",긍정
"최근 LG스탠마이미 고(GO)가 출시되었는데요, LG<b>스탠바이미</b> 1세대 제품은 출시된지 꽤 됐지만, 여전히... 삼탠바이미 (삼성+<b>스탠바이미</b>) 제품을 선택하시는 분들이 많은 것 같아요. 많게는 3~40만원 이상... ","LG스탠바이미 GO 출시, 삼탠바이미 인기, 가격 차이","출시, 인기, 가격","출시: 긍정, 인기: 긍정, 가격: 부정",중립
변우석님과 자만추 가능한 이벤트 엘지 <b>스탠바이미</b> 러브 이벤트 통통이분들 많이 도전하시고 성공을 기원하며 행복한 이벤트정보 공유해요 :) 내가 묻고 변우석이 답하는 <b>스탠바이미</b> 러버 이벤트... ,"스탠바이미 러브 이벤트, 변우석, 행복한 이벤트정보 공유","이벤트, 정보 공유","이벤트: 긍정, 정보 공유: 긍정",긍정
LG전자 <b>스탠바이미</b> 27ART10CKPL 내돈내산 내맘대로리뷰 #LG전자<b>스탠바이미</b> #27ART10CKPL #<b>스탠바이미</b>27인치 #<b>스탠바이미</b>내돈내산 #<b>스탠바이미</b>솔직리뷰 #<b>스탠바이미</b>GO #스텐바이미 #스텐바이미고,"LG전자 스탠바이미, 27ART10CKPL, 27인치, 내돈내산, 솔직리뷰","제품, 리뷰","제품: 중립, 리뷰: 중립",중립
"나야 소비 욕심이 있많고 새롭고 신기한 물건에 호기심이 가면 별 고민 없이 결제하는 사람이라 그만큼 망한(!) 것도 성공한 것도 많은데, 요즘의 꿀템이라고 하면 뭐니 뭐니 해도 #엘지<b>스탠바이미</b> 다. 스탠바이... ","소비 욕심, 호기심, 엘지 스탠바이미","소비 욕심, 호기심, 제품","소비 욕심: 중립, 호기심: 긍정, 제품: 긍정",긍정
충전독용 보관함 용도인거 같아요 모니터는 가로세로 돌릴수있어요 티비도 볼수있고 간단하게 게임도 할수있고 닌텐도 연결도 된다고하네요 #<b>스탠바이미</b>고 #<b>스탠바이미</b>go #캠핑용티비 #캠핑용품 #<b>스탠바이미</b>,"충전독 보관함, 회전 모니터, TV, 게임, 닌텐도 연결, 캠핑용 TV, 캠핑용품","충전독 보관함, 회전 모니터, TV, 게임, 닌텐도 연결, 캠핑용 TV, 캠핑용품","충전독 보관함: 긍정, 회전 모니터: 긍정, TV: 긍정, 게임: 긍정, 닌텐도 연결: 긍정, 캠핑용 TV: 긍정, 캠핑용품: 긍정",긍정
숙소는 ㄱ자 형태 였고 왼쪽 사진이 <b>스탠바이미</b>+쇼파가 있는 공간이고 오른쪽이 주방+식탁 보이지 않는 구석에 침실이 있다. 침실만 가리는 레일 커튼이 설치되어있어서 자는 공간이 보이는게 민망해서... ,"ㄱ자 형태, 스탠바이미, 쇼파, 주방, 식탁, 침실, 레일 커튼, 민망함","형태, 가구, 주방, 침실, 커튼","형태: 중립, 가구: 중립, 주방: 중립, 침실: 부정, 커튼: 부정",부정
조용한 분위기를 좋아하다보니 서촌에서 좀 조용한 술집이 있을까 찾아보다가 가게 된 <b>스탠바이미</b>!... 여긴 저녁 데이트 코스로 많이 올법한 고급스러운 분위기의 바이다 보니 와인과 이런 깔끔한 느낌의... ,"조용한 분위기, 고급스러운 바, 데이트 코스","분위기, 장소, 데이트 코스","분위기: 긍정, 장소: 긍정, 데이트 코스: 긍정",긍정
"이동할수있어 <b>스탠바이미</b>는 항상 스탠바이유! 2. LG 퓨리케어 오브제컬렉션 에어로퍼니처 AS063PWGCR 가구의 감성에 가전의 편리함을 더하다 무선충전, 무드등, 그리고 저소음까지 내 일상을 다채롭고... ","이동성, 편리함, 무선충전, 무드등, 저소음","이동성, 편리함, 무선충전, 무드등, 저소음","이동성: 긍정, 편리함: 긍정, 무선충전: 긍정, 무드등: 긍정, 저소음: 긍정",긍정
제가 구입한 모델은 <b>스탠바이미</b> 4세대라 불리는 27ART10CKPL 모델입니다. 빨간색으로 표시된 위치의 알파벳이 다르더라구요. 간단히 차이점을 알아보자면 [27ART10AKPL] 2021년 7월 출시 모바일 거치대 기본제공... ,"모델 차이, 모바일 거치대 제공","모델, 차이, 거치대","모델: 중립, 차이: 중립, 거치대: 중립",중립
"<b>스탠바이미</b> 예쁘고 편한데 딱 하나 거슬리는 게 있었어요. 바로 어댑터를 포함한 선정리가 안된다는거..... 일단 안보이니 속이 시원~~~ 혹시나 <b>스탠바이미</b> 전원선, 어댑터 정리로 고민하고 계시다면 이 방법... ","예쁜 디자인, 편리함, 선정리 문제","디자인, 편리함, 선정리","디자인: 긍정, 편리함: 긍정, 선정리: 부정",중립
"오늘은 아주 핫한 &quot;LG전자 FHD LED <b>스탠바이미</b> TV, 68cm(27인치), 27ART10CKPL, 스탠드형, 방문설치&quot;에 대한... 디바이스입니다. 3. LG <b>스탠바이미</b> 2세대의 디자인: 공간에 자연스럽게 어울리는 미니멀리즘 LG... ","핫한 LG 스탠바이미 TV, 미니멀리즘 디자인",디자인,디자인: 긍정,긍정
"#리브메이트, #오늘의퀴즈, #리브메이트오늘의퀴즈, #오늘의퀴즈5월15일, #리브메이트5월15일, #리브메이트오늘의퀴즈5월15일, #숨은정부지원금, #LG<b>스탠바이미</b>, #이벤트혜택, #리브메이트스텐바이미... ","리브메이트 퀴즈, 숨은 정부 지원금, LG 스탠바이미, 이벤트 혜택","퀴즈, 정부 지원금, 제품, 이벤트","퀴즈: 긍정, 정부 지원금: 긍정, 제품: 긍정, 이벤트: 긍정",긍정
"LG <b>스탠바이미</b> TV와 함께 장마 이겨내보시는건 어떠실까요?( ͡~ ͜ʖ ͡°) LG <b>스탠바이미</b> TV 27ART10AKPL 특장점 먼저 집 안에서 자유롭게 이동가능하며 필요할때 내 곁에, 터치로 싱행하고 탭으로 연결 홈... ","이동 가능, 터치, 탭 연결","이동, 터치, 연결","이동: 긍정, 터치: 긍정, 연결: 긍정",긍정
다양한 IT 정보 LG <b>스탠바이미</b> 가격 및 스펙(27ART10) 안녕하세요. 다양한 IT 정보 소식을 알려드리는... 태블릿 같은 경우는 거치대와 같은 추가 악세사리를 구매해야 스탠드하여 사용할 수 있습니다. 바닥에는... ,"LG 스탠바이미, 가격, 스펙, 추가 악세사리","가격, 스펙, 추가 악세사리","가격: 중립, 스펙: 중립, 추가 악세사리: 중립",중립
<b>스탠바이미</b> 거치대 40인치 지마운트 이동식 TV스탠드 GMT-FS110W <b>스탠바이미</b> 거치대 지마운트 이동식 TV스탠드 상세정보 브랜드/모델명 : GMOUNT / GMT-FS110W TV/모니터 크기 및 하중 : MAX 32&quot; / 최대 10kg VESA 규격... ,"이동식 TV스탠드, 최대 32인치, 최대 10kg, VESA 규격","이동식, TV스탠드, 최대 32인치, 최대 10kg, VESA 규격","이동식: 중립, TV스탠드: 중립, 최대 32인치: 중립, 최대 10kg: 중립, VESA 규격: 중립",중립
시리즈에 새로 추가된 것은 <b>스탠바이미</b> 스피커 입니다. 회사의 이동형 스마트 디스플레이와 완벽하게 짝을 이루는 무선 스피커 입니다. 스피커에는 디스플레이의 조절식 스탠드로 설정할 수 있는... ,"스탠바이미 스피커, 이동형 스마트 디스플레이, 무선 스피커","스피커, 디스플레이","스피커: 긍정, 디스플레이: 긍정",긍정
보통 TV는 고정된 위치에서만 사용할 수 있었는데 <b>스탠바이미</b>는 내장된 배터리와 스탠드를 통해 집안... 뿐만 아니라 스마트폰과 연동해서 화면을 미러링하면 더 넓은 화면에서 모바일 콘텐츠로 즐길 수... ,"내장 배터리, 스탠드, 스마트폰 연동, 화면 미러링, 모바일 콘텐츠","내장 배터리, 스탠드, 스마트폰 연동, 화면 미러링, 모바일 콘텐츠","내장 배터리: 긍정, 스탠드: 긍정, 스마트폰 연동: 긍정, 화면 미러링: 긍정, 모바일 콘텐츠: 긍정",긍정
"모바일 거치대가 사라지고 홈 월페이퍼 이미지가 변경되었다고 합니다. 쿠팡 하나카드 없이... (링크) LG전자 FHD LED <b>스탠바이미</b> TV, 68cm(27인치), 27ART10CKPL, 스탠드형, 방문설치 - 857,770원 - 제 링크를... ","모바일 거치대 사라짐, 홈 월페이퍼 변경, LG전자 FHD LED 스탠바이미 TV, 방문설치","모바일 거치대, 홈 월페이퍼, 제품, 설치","모바일 거치대: 부정, 홈 월페이퍼: 부정, 제품: 중립, 설치: 중립",부정
터치되는 이동형 기기(?) LG <b>스탠바이미</b> 27ART10 안녕하세요 져니입니다. 얼마전에 쿠팡에서 지른 LG <b>스탠바이미</b> 이게 뭐냐고요? 엘지가 스마트폰 사업을 접더니.. 완전 큰 휴대폰을 내놨어요 ㅋㅋㅋㅋ 큰 태블릿... ,"이동형 기기, LG 스탠바이미, 큰 태블릿","이동형 기기, LG 스탠바이미, 큰 태블릿","이동형 기기: 중립, LG 스탠바이미: 중립, 큰 태블릿: 중립",중립
분위기 좋은 서촌 뮤직바 추천 <b>스탠바이미</b> 내돈내산 상세정보 평일 18:30 - 24:00 토 18:00 - 24:00 일 18:00 - 23... ㅎㅎㅎ 경복궁역에서 그래도 나름 분위기 있는 뮤직바인듯! ㅎㅎㅎ 그래도 연남동에서 내가 좋아하는... ,"분위기 좋은 뮤직바, 경복궁역, 스탠바이미","분위기, 위치, 이름","분위기: 긍정, 위치: 긍정, 이름: 중립",긍정
오늘은 LG <b>스탠바이미</b>고 모델에 대해 리뷰해드리려 합니다. 휴대용 27인치 모니터 추천 겸 TV로 사용할... 모바일OS의 모습처럼 아주 깔끔한 형태다. 기본적으로 자주 사용하는 OTT 서비스가 그대로 나열되어... ,"휴대용 모니터, 깔끔한 디자인, OTT 서비스","휴대용 모니터, 디자인, OTT 서비스","휴대용 모니터: 긍정, 디자인: 긍정, OTT 서비스: 긍정",긍정
다른건 모르겠고 스탠드설치가 젤어렵고 중요해보였다. 사실 결혼한지 10년이 넘었고 우리집 티비 자체가 작은데다 오래되서 그런지 LG <b>스탠바이미</b>가 기존우리집 티비크기 보다 쬐끔 작은 느낌 그래서 그런지..... ,"스탠드 설치 어려움, 작은 크기","설치, 크기","설치: 부정, 크기: 부정",부정
역류성식도염베개 <b>스탠바이미</b> 코골이 임산부 역류방지 수면개선 최근에 스트레스 받은 일 때문에... 네~ 이렇게 장점이 많은 <b>스탠바이미</b> 배게 역류성식도염이 아니어도 여러가지로 활용 가능 자리 차지도 많이... ,"역류방지, 수면개선, 다용도, 공간절약","역류방지, 수면개선, 다용도, 공간절약","역류방지: 긍정, 수면개선: 긍정, 다용도: 긍정, 공간절약: 긍정",긍정
LG <b>스탠바이미</b>가 책임지고 있는데요 그래서 이번엔 LG <b>스탠바이미</b>와 함께하는 홈트레이닝을 소개해 볼까 해요 유튜브로 검색해서 운동하는 법은 거의 다 아실 거 같은데요 LG <b>스탠바이미</b>에는 ott 외에도 이렇게... ,"LG 스탠바이미, 홈트레이닝, 유튜브, OTT","제품, 홈트레이닝, 유튜브, OTT","제품: 긍정, 홈트레이닝: 긍정, 유튜브: 긍정, OTT: 긍정",긍정
"오늘은 LG전자의 FHD LED <b>스탠바이미</b> Go TV, 27LX5QMNA 모델을 구매하고 방문설치 받아보았는데요. 이 제품은 27인치 사이즈로 스탠드형으로 제공되며, 사전에 방문설치도 가능합니다. 가격은 994,370원으로 손에... ","방문설치, 27인치, 스탠드형, 994,370원","방문설치, 제품사이즈, 제품형태, 가격","방문설치: 긍정, 제품사이즈: 중립, 제품형태: 중립, 가격: 중립",중립
"오늘은 아주 핫한 &quot;LG전자 Full HD (1080p) LED <b>스탠바이미</b> Go, 68cm, 27LX5QMNA, 스탠드형, 방문설치&quot;에 대한 상품을 추천해드리려고 합니다. 판매량이 많은, 후기도 좋은, 가성비도 좋은 &quot;LG전자 Full HD (1080p) LED... ","인기 상품, 좋은 후기, 가성비 좋음","인기, 후기, 가성비","인기: 긍정, 후기: 긍정, 가성비: 긍정",긍정
살까 말까 고민 하다가 구입했던 <b>스탠바이미</b> ✔️ 우린 2인 가구 예비쀼 ✔️ 가전은 작년에 준비를 다... 서탠..바이미..주문했는데 로켓설치로 다음날 바로 배송과 설치를 해주는 초빠른 배송 ㅋㅋ 나중에 더... ,"빠른 배송, 빠른 설치","설치, 배송","설치: 긍정, 배송: 긍정",긍정
"요즘 돈주고도 못산다는 LG <b>스탠바이미</b>입니다. 1차 물량은 판매와 완료되었고, 이젠 2~3차 물량이... 아니면 여기에 미 박스 같은 캐스트 프로그램을 연결해 놓으면 넷플릭스나 와챠를 더욱 생생하게 볼 수 도... ","인기 제품, 1차 물량 완료, 캐스트 프로그램 연결 가능","제품, 물량, 연결","제품: 긍정, 물량: 부정, 연결: 긍정",중립
"2세대 <b>스탠바이미</b> TV 디자인을 살펴보면 케이스 안에 디스플레이가 내장되어 있는 형태다. 들고 다닐 수 있게 케이스에는 손잡이가 있으며, 내구성 좋은 튼튼한 소재로 제작되었다. 미 국방부 내구성... ","디자인, 내장 디스플레이, 손잡이, 튼튼한 소재, 내구성","디자인, 내장 디스플레이, 손잡이, 소재, 내구성","디자인: 긍정, 내장 디스플레이: 긍정, 손잡이: 긍정, 소재: 긍정, 내구성: 긍정",긍정
LG <b>스탠바이미</b> 모델 아닛 이거 바로 자컨인데요 ㅋㅋㅋㅋ 본광고 찍기전에 이벤트식으로 만든 영상인듯 LG<b>스탠바이미</b> 쓰고 있다고 했는데 1년후에 LG<b>스탠바이미</b> 모델하는 기분은 어떤가요? 변우석씨.... ,"LG 스탠바이미, 이벤트 영상, 변우석 모델","모델, 이벤트 영상, 제품 사용","모델: 긍정, 이벤트 영상: 긍정, 제품 사용: 긍정",긍정
LG<b>스탠바이미</b> 보호필름 힐링쉴드 블루라이트차단으로 시력보호까지 챙겨 쏘쏘한토모 최근 LG<b>스탠바이미</b> 구매하고 가심비 만족으로 잘 사용하고 있는데요 두세달 사용하다 보니 매트한 질감의 액정에 지문... ,"시력보호, 가심비 만족, 지문 문제","시력보호, 가심비, 지문 문제","시력보호: 긍정, 가심비: 긍정, 지문 문제: 부정",중립
"<b>스탠바이미</b>, 지상파 방송 다시보기: 어디서 볼 수 있을까요? 추억의 명작, <b>스탠바이미</b> 다시 보기 1986년 개봉한 영화 &quot;<b>스탠바이미</b>&quot;는 지금까지도 많은 사람들에게 사랑받는 추억의 명작입니다. 어린 시절의... ","스탠바이미, 지상파 방송, 추억의 명작","스탠바이미, 지상파 방송, 추억의 명작","스탠바이미: 긍정, 지상파 방송: 중립, 추억의 명작: 긍정",긍정
무빙큐빅스 스마트 27인치 삼탠바이미 (화이트) 스탠딩 이동식 TV 오늘은 무빙큐빅스의 스마트 27인치 삼탠바이미 (화이트) 스탠딩 이동식 TV <b>스탠바이미</b>에 대해 이야기해 보려 합니다. 이 제품은 그 특징적인... ,"스마트 27인치, 스탠딩 이동식 TV, 화이트","스마트 27인치, 스탠딩 이동식 TV, 화이트","스마트 27인치: 긍정, 스탠딩 이동식 TV: 긍정, 화이트: 긍정",긍정
LG <b>스탠바이미</b> 나온거 보셨나요~?? 엄청 이뻐 ♥ 너무 이쁘고 깔끔하게 잘나왔더라구요. 기존에 티비라고 하면 한군데에만 딱 놓고 보기 위해 내가 움직였어야 하는데 이 예쁜 LG <b>스탠바이미</b> StanbyME 티비는... ,"예쁜 디자인, 이동성","디자인, 이동성","디자인: 긍정, 이동성: 긍정",긍정
고민하다가 <b>스탠바이미</b>를 구매했다 계약하고 당일 재고가 있어서 차를 가지고 픽업하러 오겠다 하고 나왔다 근데 왜 남편이 들고 있는 걸까?? 차를 가지고 나오자니 귀찮았고 집과 거리가 멀지 않아서 남편이... ,"스탠바이미 구매, 당일 픽업, 남편 도움","구매, 픽업, 도움","구매: 긍정, 픽업: 긍정, 도움: 긍정",긍정
삼성전자32인치스마트IPTV무선소형TV삼탠바이미무탠바이미화이트패키지휴대용이동식티비거치대스탠드무빙캠핑<b>스탠바이미</b>삼텐바이미TV모니터32인치FHDM5화이트이동식삼탠바이미... ,"삼성전자, 32인치, 스마트 IPTV, 무선, 소형 TV, 스탠드, 이동식, 캠핑, FHD, 화이트","제품, 크기, 기능, 색상, 용도","제품: 긍정, 크기: 긍정, 기능: 긍정, 색상: 긍정, 용도: 긍정",긍정
"삼탠바이미 SET 이동식 tv 거치대 <b>스탠바이미</b>, 32인치, GTNB321HD11, 스탠드형, 방문설치 ✅가격 : 30만원대 ✅리뷰 : 239개 할인가 확인 TCL 안드로이드11 4K UHD TV, 140cm(55인치), 55P735, 스탠드형, 방문설치... ","이동식 TV 거치대, 32인치, 방문설치, 30만원대, 239개 리뷰, TCL 안드로이드11 4K UHD TV, 55인치, 방문설치","이동식 TV 거치대, 32인치, 방문설치, 30만원대, 239개 리뷰, TCL 안드로이드11 4K UHD TV, 55인치, 방문설치","이동식 TV 거치대: 중립, 32인치: 중립, 방문설치: 긍정, 30만원대: 중립, 239개 리뷰: 중립, TCL 안드로이드11 4K UHD TV: 중립, 55인치: 중립, 방문설치: 긍정",중립
"<b>스탠 바이 미</b> (Stand By Me, 1986) 감독 : 롭 라이너 출연 : 윌 휘튼, 리버 피닉스, 코리 펠드먼, 제리 오코넬... ※ 마지막 관람일 : 2021년 3월 3일 ※ 내 별점 : 7점 <b>스탠 바이 미</b> 감독 로브 라이너 출연 윌 휘튼, 리버... ","감독 롭 라이너, 출연 윌 휘튼, 리버 피닉스, 별점 7점","감독, 출연, 별점","감독: 중립, 출연: 중립, 별점: 중립",중립
키테레츠 대백과 등장인물 &amp; 도라에몽 극장판 <b>스탠바이미</b> 소개 일본 후지 tv 애니메이션 키테레츠... 그 이유는 바로 도라에몽 <b>스탠바이미</b> 2 까지 극장판 영화로 공개되어있기 때문이다. 도라에몽 <b>스탠바이미</b>... ,"키테레츠 대백과, 도라에몽 스탠바이미, 극장판 영화","등장인물, 극장판 영화","등장인물: 중립, 극장판 영화: 긍정",긍정
<b>스탠바이미</b> 저렴이 와이드뷰 32인치 삼탠바이미 안녕하세요.따블리예요! 저희는 맞벌이 부부라서... 와이드뷰 <b>스탠바이미</b> 저렴이는 뒷모습이 깔끔하면서도 예뻤는데 TV의 보기 싫은 전원선들을 스탠드 봉 안에... ,"저렴, 깔끔 디자인, 전원선 정리","디자인, 전원선 정리","디자인: 긍정, 전원선 정리: 긍정",긍정
"LED <b>스탠바이미</b> TV 평면 스탠드형 27ART10CKPL ￦803,370 원 할인률 : 35% 1,249,000 원 별점 : ⭐⭐⭐⭐⭐ 리뷰 : [20] 최저가 기회를 놓치지 마세요 ▶ ▶ 구매는 댓글 확인 ◀ ◀ LG전자 FHD LED... ","LED TV, 스탠드형, 할인률 35%, 최저가, LG전자, FHD, 별점 5, 리뷰 20","가격, 제품, 리뷰","가격: 긍정, 제품: 긍정, 리뷰: 긍정",긍정
"<b>스탠 바이 미</b> 감독 로브 라이너 출연 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬 개봉 1985.11.30.... on like the ones I had when I was twelve. Jesus, does anyone? 벤 E. 킹의 <b>스탠 바이 미</b> 노래가 나오며 영화가 끝난다.","감독 로브 라이너, 출연진, 개봉일, 벤 E. 킹 노래","감독, 출연진, 개봉일, 노래","감독: 중립, 출연진: 중립, 개봉일: 중립, 노래: 중립",중립
"그래서 음악을 듣기 위한 용도로 <b>스탠바이미</b>가 종일 열일을 하는 날이 많아요. 특히 겨울이 되니 해도 빨리 지고, 연말 분위기도 즐길 일이 많아서 <b>스탠바이미</b>로 음악을 듣는 일이 더 많아졌습니다. 최근에 신형... ","음악 감상, 연말 분위기","음악 감상, 연말 분위기","음악 감상: 긍정, 연말 분위기: 긍정",긍정
스텐바이미. 알고 보니 인기가 너무 많아 사고 싶어도 쉽게 구할 수 없다는 LG <b>스탠바이미</b>가... 이동식 스탠드를 탑재했다는 장점이 있죠. 거기에 빵빵한 배터리까지! 집안 어디서든 활용할 수 있는데요.... ,"인기, 이동식 스탠드, 빵빵한 배터리","인기, 이동식 스탠드, 배터리","인기: 긍정, 이동식 스탠드: 긍정, 배터리: 긍정",긍정
"(그냥 비싼 가격이 문제)로 고민만 하고 있었어요 그러던 중 엘지 룸앤티비, 삼텐바이미 등 저렴이... 이동식스탠드는 <b>스탠바이미</b>처럼 바닥에 바퀴가 달려서 이동에 용이했고 높이가 가장 적절한 허리선 정도의... ","비싼 가격, 이동식 스탠드, 적절한 높이","가격, 이동성, 높이","가격: 부정, 이동성: 긍정, 높이: 긍정",중립
이미지: 액트 III 프로덕션 넷플릭스에 최근에 공개되어 많은 사랑을 받고 있는 영화 &lt;<b>스탠 바이 미</b>&gt;는... 평생 다시 만날 수 없는 것들 이미지: 액트 III 프로덕션 &lt;<b>스탠 바이 미</b>&gt;는 네 명의 소년들이 자신들에 대한... ,"넷플릭스, 영화, 스탠 바이 미, 인기, 소년들","영화, 넷플릭스, 인기","영화: 긍정, 넷플릭스: 긍정, 인기: 긍정",긍정
특히 남자 손님들은 트리보다 이 <b>스탠바이미</b> 불멍에 더 큰 관심을 보이곤 하시거든요. 집 안에서 살짝... 그래도 분위기를 연출에는 불멍만한게 없기 때문에 리얼 난로를 대신해서 <b>스탠바이미</b> 화면을 활용해요.... ,"남자 손님, 불멍, 분위기 연출, 스탠바이미 화면 활용","남자 손님, 불멍, 분위기 연출, 스탠바이미 화면 활용","남자 손님: 긍정, 불멍: 긍정, 분위기 연출: 긍정, 스탠바이미 화면 활용: 긍정",긍정
LG <b>스탠바이미</b> GO 1세대 2세대 차이점 4가지 디자인: 1세대는 주로 두꺼운 틀과 이동식 스탠딩 2세대는 더 얇고 가방형인 슬림한 디자인을 가지고 있습니다. 더욱 세련된 외관을 갖추고 있지요. 화질: 2세대는... ,"디자인 차이, 두꺼운 틀, 이동식 스탠딩, 얇고 가방형, 슬림한 디자인, 세련된 외관","디자인, 이동성, 외관","디자인: 긍정, 이동성: 긍정, 외관: 긍정",긍정
"이로 인해 스탠퍼드 대학과 <b>스탠바이미</b> 개발팀은 강력한 비난을 받으면서 사태의 심각성이 커지고 있다. 정보의 뒷면을 드러내다 게시물 속에는 익명의 고백자가 '<b>스탠바이미</b>는 우리의 행동을 분석하고, 이를... ","비난, 사태 심각성, 행동 분석","비난, 사태 심각성, 행동 분석","비난: 부정, 사태 심각성: 부정, 행동 분석: 부정",부정
