issue,theme,긍정,부정,중립,total
장소에 따른 콘텐츠 시청 가능,사용 용도 및 환경,1,0,0,1
장비 배치 고민,제품 설치 및 이동 문제,0,1,0,1
장비 만족,제품 만족도 및 홍보,1,0,0,1
장박지 사용 예정,사용 환경 및 장소,0,0,1,1
전 모델 구입,제품 모델 및 출시,0,0,1,1
전국 배송,기타,0,0,1,1
제품 디자인 예쁨,디자인 및 인테리어,1,0,0,1
전기료 절약,에너지 및 환경,1,0,0,1
제작 가능성,기타,0,0,1,1
제작 2024년 1월,제품 상태 및 거래 조건,0,0,1,1
제빙기 가격,구매 및 가격 혜택,0,0,1,1
제로페이 사용 가능,기타,1,0,0,1
제로베젤,기능 및 성능,1,0,0,1
제로 커넥트 박스,기타,0,0,1,1
정품 전용가방 포함,제품 상태 및 포장,0,0,1,1
정품 스탠바이미 판매,거래 및 가격,0,0,1,1
정품 새상품,제품 구매 및 거래,0,0,1,1
정품 구매,기타,1,0,0,1
정직하지 않은 블로그 포스팅,기타,0,1,0,1
정전식 터치 디스플레이,제품 성능 및 기능,0,0,1,1
정전기 방지,기타,1,0,0,1
정용진 효과,시장 및 소비자 반응,0,0,1,1
정용진 부회장의 인스타그램 게시,브랜드 및 홍보,0,0,1,1
정식 판매 시작,제품 모델 및 출시,0,0,1,1
정상작동 확인,제품 상태 및 제조 정보,1,0,0,1
정상가 119만원,기타,0,0,1,1
정상가,기타,0,0,1,1
제작 어려움,사용자 경험,0,1,0,1
제작 의뢰,부가 정보 및 기타,0,0,1,1
제작비 지원,기타,0,0,1,1
제품 구매 만족,사용자 경험 및 만족도,1,0,0,1
제품 디자인,제품 특성 및 디자인,1,0,0,1
제품 대여 체험,렌탈 및 구매 옵션,0,0,1,1
제품 다양성,제품 비교 및 구매 고려,1,0,0,1
제품 내구성,제품 내구성 및 품질,1,0,0,1
제품 기능 탐색,제품 기능 및 성능,0,0,1,1
제품 구입 고려,제품 비교 및 구매 고려,0,0,1,1
제품 구매 욕구,구매 및 소비자 반응,1,0,0,1
제품 구매 시기,기타,0,0,1,1
제품 구매 경험 공유,기타,0,0,1,1
제작연도 1986,기타,0,0,1,1
제품 구매 결정,제품 구매 및 결정,1,0,0,1
제품 구매,기타,0,0,1,1
제조일자 2024년 4월,제품 구성 및 특성,0,0,1,1
제조일자 2023년 9월,제조 및 생산,0,0,1,1
제조일,기타 제품 및 서비스,0,0,1,1
제조년월 2024년 6월,기타,0,0,1,1
제조년월 2024.06,기타,0,0,1,1
제조 연도,기타,0,0,1,1
정상 작동 확인,구매 및 거래,0,0,1,1
정상 구매가격,구매 및 가격 혜택,0,0,1,1
정보 부족,기타,0,1,0,1
전용 스탠드,기타,1,0,0,1
전원공급 방식,제품 특징 및 활용,0,1,0,1
전원 코드 꽂는 부분 괜찮음,기타,0,0,1,1
전원 연결 없이 사용 가능,기타,0,0,1,1
전원 본체,기타,0,0,1,1
전원 및 볼륨 조절 버튼,제품 기능 및 디자인,0,0,1,1
전용테이블 사용 불편,사용자 경험,0,1,0,1
전용가방 케이스 필요,제품 및 액세서리,0,0,1,1
전용가방,제품 및 액세서리,0,0,1,1
전용 리모컨 제공,사용 및 설치,0,0,1,1
전원선 정리 불편,기타,0,1,0,1
전시회 현장 수령,배송 및 수령,0,0,1,1
전시상품,가격 및 구매 정보,0,0,1,1
전시 특가,제품 구매 및 경제성,1,0,0,1
전시 상품 판매,기타,0,0,1,1
전시 감상 좋음,콘텐츠 및 감상,1,0,0,1
전선 필요,제품 설치 및 조립,0,1,0,1
전선 연장 필요,기타,0,0,1,1
전동휠로 이동 편리,편의 및 이동성,1,0,0,1
전원선 정리,기타,1,0,0,1
전자기기 구매 욕구,기타,1,0,0,1
정기배송,제품 구매 및 기대,0,0,1,1
접이식 포터블 모니터,제품 기능 및 성능,0,0,1,1
정기구독 혜택,정기구독 및 서비스,1,0,0,1
정기구독 할인,마케팅 및 이벤트,1,0,0,1
정기구독 추천템,구매 및 사용 경험,0,0,1,1
정기구독 신청,제품 구매 및 기대,0,0,1,1
정규방송 수신 여부 불확실,기능 및 연결성,0,1,0,1
정규 시리즈 우승 엠블럼,제품 출시 및 홍보,0,0,1,1
정격전압 정보,부가 정보 및 기타,0,0,1,1
정가 29만원,가격 및 거래,0,0,1,1
접이식 가능,사용 편의성 및 기능,0,0,1,1
전자기기 미러링 및 페어링,제품 기능 및 사용성,1,0,0,1
절약 방법 제공,제품 구매 및 경제성,0,0,1,1
절약 방법,기타,0,0,1,1
전화 연결 기능,기타,0,0,1,1
전현무 사용 공개,사용자 경험 및 만족도,0,0,1,1
전체관람가,기타,0,0,1,1
전작 대비 개선,혁신 및 업그레이드,0,0,1,1
전자랜드 비산점 가전 구매,기타,0,0,1,1
전자기기 이해 부족,기타,0,0,1,1
집안 어디서나 사용 가능,제품 특성 및 기능,1,0,0,1
집안 어디서든 활용 가능,이동성과 휴대성,1,0,0,1
집안 이동 용이,이동 및 설치 용이성,1,0,0,1
캠핑 자주 다님,캠핑 및 이동성,0,0,1,1
캠핑 및 여행 즐거움,이동 및 캠핑 활용,1,0,0,1
캠핑 및 여가시간에 적합,사용 용도 및 적합성,1,0,0,1
캠핑 및 여가시간 활용,기타,0,0,1,1
캠핑 및 어디든 휴대성,기타,1,0,0,1
캠핑 및 야외용 TV,이동 및 캠핑 활용,0,0,1,1
캠핑 및 야외 활동에 이상적,기타,1,0,0,1
캠핑 및 야외 활동에 유용,제품 활용 및 기능,1,0,0,1
캠핑 및 야외 활동에 용이,이동 및 휴대성,1,0,0,1
캠핑 및 야외 활동 적합,캠핑 및 야외 활동,1,0,0,1
캠핑 및 야외 사용 추천,캠핑 및 야외활동,1,0,0,1
캠핑 및 야외 사용,제품 특성 및 용도,0,0,1,1
캠핑 및 실내 사용 편리,캠핑 및 야외 활동,0,0,1,1
캠핑 및 드라이브 사용,기타,1,0,0,1
캠핑 및 공원에서 사용,사용 환경 및 활용,1,0,0,1
캠핑 및 게임 용도 가능,캠핑 및 외부 활동,1,0,0,1
캠핑 미사용,기타,0,0,1,1
캠핑 모니터,캠핑 및 이동성,0,0,1,1
캠핑 느낌,기타,1,0,0,1
캠핑 관심,캠핑 및 야외 활동,1,0,0,1
캠핑 및 여행에서 사용 가능,기타,1,0,0,1
캠핑 및 여행에서 유용,캠핑 및 야외활동,1,0,0,1
캠핑 및 외부 활용,캠핑 및 외부 활용,1,0,0,1
캠핑 사용 어려움,기타,0,0,1,1
캠핑 외 활용성 부족,캠핑 및 외부 활용,0,1,0,1
캠핑 영상 시청,캠핑 및 야외 활동,1,0,0,1
캠핑 시 태블릿 사용,이동 및 휴대성,0,0,1,1
캠핑 시 유용,제품 내구성 및 휴대성,0,0,1,1
캠핑 시 사용,캠핑 및 휴대성,0,0,1,1
캠핑 선호,캠핑 및 야외 활동,0,0,1,1
캠핑 생활,캠핑 및 야외 활동,1,0,0,1
캠핑 사용 좋음,제품 특징 및 사용,1,0,0,1
캠핑 사용 만족,사용자 경험 및 평가,1,0,0,1
캠핑 및 외부 활용 가능,이동 및 캠핑 활용,0,0,1,1
캠핑 사용 고려,사용 용도 및 환경,0,0,1,1
캠핑 분위기 향상,제품 특징 및 사용,1,0,0,1
캠핑 밤 감성,기타,0,0,1,1
캠핑 및 차박에서의 편리함,사용 환경 및 활용도,0,0,1,1
캠핑 및 집콕에 적합,기타,0,0,1,1
캠핑 및 집콕에 유용,캠핑 및 이동성,0,0,1,1
캠핑 및 이동식 TV,캠핑 및 휴대성,0,0,1,1
캠핑 및 이동 중 사용 가능,기타,1,0,0,1
캠핑 TV로 활용,사용 환경 및 활용,1,0,0,1
캠핑 TV 판매,거래 및 가격,0,0,1,1
캠핑 TV 사용,캠핑 및 야외 활동,1,0,0,1
침실 인테리어,디자인 및 공간 활용,0,0,1,1
카라반,사용 용도 및 환경,0,0,1,1
카드사 할인,기타,1,0,0,1
카드 할인 정보,제품 구매 및 가격,0,0,1,1
카드 할부 결제 가능,결제 및 구매 관련,0,0,1,1
카드 청구할인,가격 및 거래,1,0,0,1
카드 청구 할인,프로모션 및 혜택,1,0,0,1
침실에서 시청 어려움,사용 용도 및 환경,0,1,0,1
침실에서 시청,사용 환경 및 용도,0,0,1,1
침실 사용,사용 환경 및 용도,0,0,1,1
카라반에서 사용 불편,사용 환경 및 용도,0,1,0,1
침실 기능 중점,기타,0,0,1,1
침실 가림 커튼,디자인 및 스타일,0,1,0,1
침대에서 편리함,사용 경험,1,0,0,1
침대에서 유튜브 시청,사용 사례 및 추천,0,0,1,1
침대에서 영상 시청,제품 특징 및 사용성,0,0,1,1
침대에서 사용,기타,1,0,0,1
침대방에 작은 스마트TV와 빔프로젝트 있음,기타,0,0,1,1
침대방 및 안방에서 사용,활용 및 용도,1,0,0,1
카라반에서 사용 문제,사용 환경 및 설치,0,1,0,1
카멜마운트 슬림형 이동식 테이블,기타,0,0,1,1
캠퍼들이 많이 사용,사용 환경 및 목적,0,0,1,1
캐리백 사용 희망,기타,0,0,1,1
캠퍼들 사이 인기,캠핑 및 휴대성,1,0,0,1
캠퍼 타겟 제품,기타,0,0,1,1
캠퍼 및 여행자 맞춤,캠핑 및 휴대성,1,0,0,1
캠퍼 대상 인기,사회적 이슈 및 트렌드,1,0,0,1
캘리포니아 여름 선셋 테마,기타,1,0,0,1
캐주얼한 생활에 적합,기타,1,0,0,1
캐스트 프로그램 연결 가능,기타 기능 및 특징,0,0,1,1
캐스트 연결로 유사 기능,제품 성능 및 기능,0,0,1,1
캐나다 출국 준비,기타,0,0,1,1
카밍베이지 색상,디자인 및 인테리어,1,0,0,1
카페 테이블 설치,기타,0,0,1,1
카페 상품 게시글 노출,마케팅 및 커뮤니티 반응,0,0,1,1
카키색 케이스 만족,디자인 및 개인화,1,0,0,1
카키색 케이스,부가 정보 및 기타,1,0,0,1
카카오프렌즈 춘식이,이벤트 및 프로모션,0,0,1,1
카카오프렌즈 블루투스 마이크 스피커 증정,이벤트 및 프로모션,1,0,0,1
카카오프렌즈 골프 굿즈 제공,구매 및 가격 혜택,0,0,1,1
카카오웹툰 앱 탑재,제품 특성 및 기능,1,0,0,1
캠핑 인기 용품,캠핑 및 야외활동,1,0,0,1
캠핑 장비 구매,기타,0,0,1,1
집안의 편안함 제공,제품 특징 및 사용성,0,0,1,1
캠핑 정보,아웃도어 및 캠핑,0,0,1,1
캠핑용 최적화 디자인,캠핑 및 휴대성,1,0,0,1
캠핑용 아쉬움,사용 환경 및 용도,0,1,0,1
캠핑용 스탠바이미 출시,아웃도어 및 캠핑,0,0,1,1
캠핑용 스탠드,제품 활용 및 기능,1,0,0,1
캠핑용 스마트TV,기타,0,0,1,1
캠핑용 스마트 TV,사용 및 기능,0,0,1,1
캠핑용 모니터 화질과 성능,기술 및 성능,0,0,1,1
캠핑용 룸앤티비,캠핑 및 휴대성,1,0,0,1
캠핑용 디자인,디자인 및 혁신,1,0,0,1
캠핑용 기대,캠핑 및 야외 활동,0,0,1,1
캠핑용 구매 증가,사용 용도 및 적합성,0,0,1,1
캠핑용 TV로 사용 가능,사용 용도 및 환경,1,0,0,1
캠핑용 TV로 사용,기타,0,0,1,1
캠핑용 TV 모니터 인기,캠핑 및 휴대성,1,0,0,1
캠핑용 TV 관심,캠핑 및 야외활동,0,0,1,1
캠핑에서의 사용,캠핑 및 야외 활동,0,0,1,1
캠핑에서 휴대성과 편의성,캠핑 및 야외 활동,1,0,0,1
캠핑에서 활용도 좋음,제품 특징 및 사용,1,0,0,1
캠핑에서 활용,캠핑 및 야외 활동,0,0,1,1
캠핑용 티비,캠핑 및 야외 활동,0,0,1,1
캠핑용 티비 구매,캠핑 및 휴대성,0,0,1,1
캠핑용 포터블 모니터 장점,제품 활용 및 기능,0,0,1,1
캠핑용품 가방,이동성과 휴대성,0,0,1,1
캠핑장 방문,기타,1,0,0,1
캠핑장 미사용,사용 환경 및 용도,0,0,1,1
캠핑의 질 향상,제품 특징 및 사용,1,0,0,1
캠핑을 위한 구매,캠핑 및 야외활동,0,0,1,1
캠핑용품으로 최고,추천 및 활용,1,0,0,1
캠핑용품 추천,캠핑 및 야외 활동,1,0,0,1
캠핑용품 체험단,참여 및 체험,0,0,1,1
캠핑용품 수집,기타,0,0,1,1
캠핑용으로 적합,사용 환경 및 용도,1,0,0,1
캠핑용 활용,사용 환경 및 활용,1,0,0,1
캠핑용으로 용도 변경,이동 및 캠핑 활용,0,0,1,1
캠핑용으로 사용 가능,사용 용도 및 환경,0,0,1,1
캠핑용으로 사용,기타,0,0,1,1
캠핑용으로 부적합,캠핑 및 휴대성,0,1,0,1
캠핑용으로 고민,사용 환경 및 설치,0,0,1,1
캠핑용도,기타,0,0,1,1
캠핑용 휴대용 TV,캠핑 및 야외활동,0,0,1,1
캠핑용 휴대성,캠핑 및 외부 활용,0,0,1,1
캠핑에서 필요,사용 환경 및 용도,1,0,0,1
캠핑에서 필수,기타,1,0,0,1
캠핑에서 큰 화면으로 영상 시청 희망,사용 환경 및 용도,0,0,1,1
캠핑 필수,캠핑 및 휴대성,1,0,0,1
캠핑에 어울림,캠핑 및 휴대성,1,0,0,1
캠핑생활 향상,캠핑 및 야외 활동,1,0,0,1
캠핑모니터,캠핑 및 휴대성,0,0,1,1
캠핑감성에 최적화,기타,1,0,0,1
캠핑/카라반 여행에 적합,캠핑 및 휴대성,1,0,0,1
"캠핑, 피크닉, 여행에서 사용",기타,1,0,0,1
캠핑 활용,기타,1,0,0,1
캠핑 필수 템,기타,1,0,0,1
캠핑 티비로 선택,기타,1,0,0,1
캠핑에 적합한 LG 제품,캠핑 및 휴대성,0,0,1,1
캠핑 티비로 LG 스탠바이미go 선택,기타,1,0,0,1
캠핑 취소,사용자 경험 및 평가,0,0,1,1
캠핑 추천,캠핑 및 야외 활용,0,0,1,1
캠핑 중 활용 가능,캠핑 및 야외 활용,1,0,0,1
캠핑 중 편안한 시청,캠핑 및 야외 활동,1,0,0,1
캠핑 중 사용 가능,기타,1,0,0,1
캠핑 중 모니터 사용 편의성,제품 활용 및 기능,1,0,0,1
캠핑 준비 번거로움,캠핑 및 외부 활동,0,1,0,1
캠핑에 이상적,캠핑 및 야외 활동,1,0,0,1
캠핑에 적합한 TV,캠핑 및 휴대성,1,0,0,1
캠핑에서 즐거움 제공,캠핑 및 이동성,1,0,0,1
캠핑에서 스탠바이미 사용 고려,캠핑 및 휴대성,0,0,1,1
캠핑에서 즐거움,캠핑 및 야외 활용,1,0,0,1
캠핑에서 인기,캠핑 및 야외 활동,1,0,0,1
캠핑에서 영상 시청,제품 특성 및 용도,1,0,0,1
캠핑에서 스피커 대체,이동성과 설치,1,0,0,1
캠핑에서 스탠바이미고 사용 기대,기타,1,0,0,1
캠핑에서 스탠바이미고 사용,캠핑 및 야외 활동,0,0,1,1
캠핑에서 스탠바이미고 관찰,사용 환경 및 용도,0,0,1,1
캠핑에서 스탠바이미 사용 추천,캠핑 및 이동성,1,0,0,1
캠핑에서 스탠바이미 사용,캠핑 및 야외 활동,0,0,1,1
캠핑에 적합한 가방 수납형,제품 적합성 및 사용 장소,0,0,1,1
캠핑에서 사용 편리,기타,1,0,0,1
캠핑에서 사용 예정,기타,0,0,1,1
캠핑에서 사용 고려,사용 환경 및 용도,0,0,1,1
캠핑에서 디지털 보드게임,캠핑 및 야외 활용,0,0,1,1
캠핑에서 다양한 활용,사용 환경 및 활용,1,0,0,1
캠핑에서 게임,사용 환경 및 활용,0,0,1,1
캠핑에 좋은 스탠바이미 고,제품 특징 및 사용,1,0,0,1
캠핑에 적합한 파워뱅크 필요,사용 환경 및 용도,0,0,1,1
침대나 소파에서 사용,사용 사례 및 추천,0,0,1,1
침대 옆에서 사용,기타,1,0,0,1
침대 옆 사용 적합,제품 기능 및 사용성,1,0,0,1
친절한 직원,서비스 및 지원,1,0,0,1
청주 직거래 원함,거래 및 지역 관련,0,0,1,1
청주 직거래,구매 및 거래 위치,0,0,1,1
청소년물로 개봉,영화 및 문화,0,0,1,1
청구할인 혜택,가격 및 결제 옵션,1,0,0,1
첫 환전 고객 환율우대 100%,기타,1,0,0,1
첫 가입 시 저렴한 이용료,구매 및 경제성,0,0,1,1
첫 3DCG 작품,기타,0,0,1,1
천장 시청,편의성과 활용,0,0,1,1
척추 건강,기타,0,0,1,1
챔피언에디션,가격 및 구매,0,0,1,1
챔피언 에디션,제품 출시 및 홍보,0,0,1,1
챌린지 촬영,기타,0,0,1,1
챌린지 참여 방법,이벤트 및 혜택,0,0,1,1
챌린지 영상 이벤트,프로모션 및 이벤트,0,0,1,1
찾아가고 싶은 섬 이벤트,제품 추천 및 체험,0,0,1,1
찾는 재미,기타,1,0,0,1
창원직거래,제품 상태 및 거래,0,0,1,1
참여 조건,제품 판매 및 혜택,0,0,1,1
참여 인증,이벤트 및 홍보,0,0,1,1
체계적인 학습,학습 및 콘텐츠,1,0,0,1
체스 게임,기타,0,0,1,1
체스판 대체 가능,기타,1,0,0,1
초기 구매 및 사용,기타,0,0,1,1
초도물량 완판,기타,1,0,0,1
초도 물량,기타,0,0,1,1
초기비용 없음,이벤트 및 프로모션,0,0,1,1
초기 설정 방법,사용 만족 및 편의성,0,0,1,1
초기 설정 도움,기타,0,0,1,1
초기 사용 어려움,기타,0,1,0,1
초기 비용 없음,구매 및 가격 혜택,1,0,0,1
초기 구매 비용 없음,기타,1,0,0,1
초 특가 판매,거래 및 구매 관련,0,0,1,1
체어 몬테라CVT2,제품 특징 및 구성,0,0,1,1
체험형 팝업스토어,제품 출시 및 이벤트,0,0,1,1
체험단 이벤트 당첨자 발표,사용자 경험,0,0,1,1
체험단 이벤트 관심,이벤트 및 프로모션,1,0,0,1
체험단 이벤트,추천 및 계획,0,0,1,1
체험단 선정,마케팅 및 커뮤니티 반응,1,0,0,1
체험단 모집 광고,기타,0,0,1,1
체험 기회,구매 및 이벤트,0,0,1,1
체험 공간,참여 및 체험,0,0,1,1
참여 고민,기타 이슈 및 요구,0,0,1,1
참신한 시도,브랜드 및 인기,1,0,0,1
찬사,시장 반응 및 인기,1,0,0,1
집콕 생활 지루함 해소,기타,1,0,0,1
차량 내 사용 가능,사용 환경 및 장소,1,0,0,1
차기 모델 고려,사용자 경험 및 평가,0,0,1,1
차 안에서 영화 보기,제품 기능 및 사용성,1,0,0,1
차 안에서 게임,제품 기능 및 사용성,1,0,0,1
찔러보기 사절,제품 상태 및 거래,0,0,1,1
짭텐바이미 사용 이유,부가 기능 및 기타,0,0,1,1
짧은 실사용시간,제품 상태 및 제조 정보,1,0,0,1
짧은 사용 시간,제품 상태 및 사용,0,0,1,1
집중도,사용 경험 및 인기,1,0,0,1
차량 적재 가능,이동 및 설치 용이성,1,0,0,1
집에서의 시간 활용,사용 및 설치,1,0,0,1
집에서 활용도 낮음,사용 편의성 및 기능,0,1,0,1
집에서 영화 및 게임,사용 편의성,1,0,0,1
집에서 스피커 출력량,스피커 및 음질,0,0,1,1
집에서 사용 가능성,사용자 경험 및 평가,0,0,1,1
집에서 TV/스마트폰 시청 증가,사용 및 설치,0,0,1,1
집에서 TV 시청에 적합,기타,0,0,1,1
집에서 TV 불필요,사용 환경 및 용도,1,0,0,1
차량 이동 편리,기타,1,0,0,1
차량 적재 어려움,기타,0,1,0,1
착화제,사용 용도 및 환경,0,0,1,1
차박에 적합,기타,1,0,0,1
착탈식 플레이트 편리,사용 및 설치 편리성,1,0,0,1
착불 판매,사용자 경험,0,0,1,1
착불 선불 4000원,추가 비용 및 조건,0,0,1,1
차박캠핑,사용 용도 및 환경,0,0,1,1
차박캠 사용,사용 환경 및 용도,0,0,1,1
차박여행,사용 용도 및 환경,0,0,1,1
차박에서 사용 계획,기타,0,0,1,1
차박에서 사용,기타,0,0,1,1
차박 최적화,캠핑 및 휴대성,1,0,0,1
차량 필요,기타,0,1,0,1
차박 자주 감,사용 환경 및 용도,0,0,1,1
차박 사용,캠핑 및 야외 활동,0,0,1,1
차박 및 캠핑에서 사용,캠핑 및 야외 활동,0,0,1,1
차박 및 캠핑에 적합,캠핑 및 휴대성,0,0,1,1
차박 및 캠핑 사용,기타,1,0,0,1
차박 관련 체험,기타,0,0,1,1
차로 배송 가능,거래 및 가격,0,0,1,1
차량 휴대성,활용 및 용도,1,0,0,1
초캠몰 신고,기타,0,1,0,1
초특가,시장 및 경제,1,0,0,1
최강핫딜 스탠바이미 액정필름,제품 특성 및 기능,1,0,0,1
출시일,기타,0,0,1,1
출판 정보,기타,0,0,1,1
출장지 사용,부가 정보 및 기타,0,0,1,1
출장 시 반가움,고객 경험 및 만족도,0,0,1,1
"출연 배우: 윌 휘튼, 리버 피닉스, 코리 펠드만, 제리 오코넬",영화 및 문화,0,0,1,1
"출연 배우 윌 휘튼, 리버 피닉스, 코리 펠드먼, 제리 오코넬",기타,0,0,1,1
출연 배우,기타,0,0,1,1
출시일 차이,기타,0,0,1,1
출시일 정보 부족,기타,0,1,0,1
출시 전 인기,제품 출시 및 홍보,1,0,0,1
충분한 사운드 출력,제품 내구성 및 성능,1,0,0,1
출시 기다림,제품 구매 및 기대,0,0,1,1
축구 시청,사용자 경험 및 기능,0,0,1,1
추첨 경품,이벤트 및 홍보,0,0,1,1
추천하는 장소,기타,1,0,0,1
추천으로 구입,기타,1,0,0,1
추천받은 제품,제품 비교 및 평가,1,0,0,1
추천 팁,사용 사례 및 추천,0,0,1,1
추천 이벤트,기타,0,0,1,1
충격에 강함,내구성 및 안전성,1,0,0,1
충전 단자 잘 빠짐,기타,0,1,0,1
추천 많음,추천 및 후기,1,0,0,1
취향 저격 제품,제품 특징 및 활용,1,0,0,1
친절한 안내,서비스 및 지원,0,0,1,1
친절한 설치 서비스,서비스 및 지원,1,0,0,1
친절하고 빠른 상담,사용자 경험,1,0,0,1
친구와 전시회 관람,기타,0,0,1,1
친구들의 칭찬,제품 비교 및 평가,1,0,0,1
친구들 칭찬,기타,1,0,0,1
치유 가능성,기타,0,0,1,1
취향에 맞는 사용,기타,1,0,0,1
취침 전 전원 끄기,사용 및 기능,0,0,1,1
충전 방법 문의,사용 편의성 및 기능,0,0,1,1
충전식 장점,기타,1,0,0,1
충전식 배터리,기타,0,0,1,1
충전시간,기술 및 성능,0,0,1,1
충전기 별도 구매 필요,기타,0,1,0,1
충전/교체 가능한 배터리 필요,설치 및 사용 불편,0,1,0,1
충전 필요,제품 특징 및 사용,0,0,1,1
충전 중 작동 문제,사용 빈도 및 문제,0,1,0,1
충전 상태 표시,편의성과 활용,0,0,1,1
추천 여부 문의,사용 경험 및 후기,0,0,1,1
추억의 명작,영화 및 문화,1,0,0,1
최고의 제품 선택 방법,구매 및 사용 경험,0,0,1,1
최상급 제품,기타,0,0,1,1
최신모델,제품 및 기술 사양,1,0,0,1
최신 제품,기타,0,0,1,1
최신 영상기술,제품 활용 및 기능,1,0,0,1
최신 기술 적용,제품 기능 및 기술,0,0,1,1
최신 기술 경험,기타,1,0,0,1
최신 기술,제품 성능,1,0,0,1
최상의 화질,기술 및 성능,1,0,0,1
최상의 시청 경험,화질 및 시청 경험,1,0,0,1
최대 42인치 지원,제품 크기 및 이동성,0,0,1,1
최신형 제품,기타,0,0,1,1
최대 42인치 디스플레이 지원,제품 디자인 및 크기,0,0,1,1
최대 10만 포인트,참여 및 이벤트,0,0,1,1
최근 출시된 27인치 모니터,기타,0,0,1,1
최근 제조,제조 및 생산,1,0,0,1
최근 제작 상품,기타,0,0,1,1
최근 사용 시작,기타,0,0,1,1
최근 구매 제품,기타,0,0,1,1
최고의 핫템,제품 평가 및 후기,1,0,0,1
최신형 전자제품 매입,시장 및 경제,0,0,1,1
최애 아이템,제품 만족도 및 홍보,1,0,0,1
추가 셋팅 번거로움,기타,0,1,0,1
최적의 인테리어 효과,디자인 및 공간 활용,1,0,0,1
추가 비용 없는 신규 콘텐츠 업데이트,교육 및 학습,1,0,0,1
추가 라이브 진행 예정,제품 출시 및 이벤트,0,0,1,1
추가 구매 필요성,가격 및 구매 옵션,0,1,0,1
추가 가전 추천 요청,기타,0,0,1,1
추가 가입 필요 여부,기타,0,0,1,1
최첨단 엔터테인먼트,제품 성능 및 기능,0,0,1,1
최첨단 기능,제품 특징 및 기능,1,0,0,1
최적화된 화면으로 모바일 컨텐츠 및 SNS 즐김,엔터테인먼트 및 콘텐츠,1,0,0,1
최적의 스탠바이 솔루션,기타,1,0,0,1
최장 3시간 사용 가능,기타,0,0,1,1
최저가 핫딜 공유,제품 정보 및 혜택,1,0,0,1
최저가 판매,가격 및 거래,1,0,0,1
최저가 정보 제공,기타,1,0,0,1
최저가 정보 공유,제품 정보 및 혜택,1,0,0,1
최저가 정보,가격 및 구매,0,0,1,1
최저가 문의,가격 및 거래,0,0,1,1
최저가 검색,구매 및 이벤트,0,0,1,1
최저가 86만원,구매 및 가격 고민,0,0,1,1
스탠바이미고 및 팬히터 구매 가능,기타 제품 및 서비스,0,0,1,1
스탠바이미 고 TV,기타,0,0,1,1
스탠바이미고 미개봉 신품 구입,제품 상태 및 거래,0,0,1,1
구매 시기 24년 2월,제품 출시 및 트렌드,0,0,1,1
구매 이력 관리,구매 및 배송,1,0,0,1
구매 의향,구매 과정,0,0,1,1
구매 우려,개인 사정 및 기타,0,0,1,1
구매 용이성 증가,마케팅 및 판매,1,0,0,1
구매 욕구 증가,기타,1,0,0,1
구매 욕구 유발,사용자 경험 및 만족도,0,0,1,1
구매 예정자 도움,구매 및 할인,1,0,0,1
구매 여력 부족,가격 및 경제성,0,1,0,1
구매 시기: 2023년 9월,구매 및 거래,0,0,1,1
구매 성공 만족,가격 및 구매,1,0,0,1
구매 결정 만족,제품 구매 및 만족도,1,0,0,1
구매 불만,구매 및 판매 관련 이슈,0,1,0,1
구매 방법 문의,구매 및 판매 정보,0,0,1,1
구매 및 조립 불편,사용 및 설치,0,1,0,1
구매 문의 정보 제공,거래 및 구매 관련,0,0,1,1
구매 기회,구매 및 판매 정보,0,0,1,1
구매 관심,구매 및 거래,0,0,1,1
구매 과정 문제,문제 및 개선점,0,1,0,1
구매 고려 중,기타,0,0,1,1
구매 계획,제품 구매 및 가격,0,0,1,1
구매 이벤트 당첨,이벤트 및 혜택,1,0,0,1
구매 전 장단점 고려,제품 비교 및 선택,0,0,1,1
구매 지역,거래 및 지역 관련,0,0,1,1
구매 필요성 의문,구매 및 선택 고민,0,0,1,1
구입 기회,구매 및 배송,0,0,1,1
구입 고민자에게 좋은 찬스,제품 선택 및 구매,1,0,0,1
구입 고민자에게 도움,구매 및 가격 고민,0,0,1,1
구식 TV 교체 필요,기타,0,0,1,1
"구성품 본체, 케이블, 리모콘",구성품 및 부속품,0,0,1,1
구성품 다양,사용자 편의성,0,0,1,1
구성 만족,기타,1,0,0,1
구버전 스탠드 봉 전원선 홀 없음,기타,0,1,0,1
구미 생산라인,기타,0,0,1,1
구매처 인증 가능,제품 상태 및 거래,0,0,1,1
구매의사 있는 사람에게만 판매,구매 및 가격 관련,0,0,1,1
구매 희망,기타,0,0,1,1
구매 후회,구매 및 판매 관련 이슈,0,1,0,1
구매 후기 관심,구매 및 소비자 경험,0,0,1,1
구매 후 아쉬움,사용 경험 및 후기,0,1,0,1
구매 후 변화,기타,1,0,0,1
구매 후 만족,제품 출시 및 리뷰,1,0,0,1
구매 후 2개월 사용,사용 후기 및 신뢰,0,0,1,1
구매 확정 이벤트,가격 및 구매,0,0,1,1
구매 경험 공유,사용 경험 및 후기,0,0,1,1
구매 결정 도움 필요,구매 및 거래,0,0,1,1
깔끔하고 심플한 디자인,제품 기능 및 디자인,1,0,0,1
광고 ONAIR,광고 및 홍보,0,0,1,1
광고 효과,기타,1,0,0,1
광고 퀄리티,기타,1,0,0,1
광고 잘 제작됨,기타,1,0,0,1
광고 인식,광고 및 인식,0,0,1,1
